species	subtype	cnt	cnt.est	method	sample	coverage
Citrobacter freundii	arnT	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	bacA	2.0	0.0	assembly-based	LQ	1
Citrobacter freundii	bcr	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	blaCMY	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	cbrA	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	dinF	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	emrA	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	emrB	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	emrD	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	emrE	1.0	1.0	assembly-based	LQ	1
Citrobacter freundii	eptA	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	eptB	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	fsr	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	macA	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	macB	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdfA	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtB	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtC	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtG	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtH	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtI	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtJ	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtK	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtM	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtN	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtO	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtP	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	mdtQ	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	smdA	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	smdB	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	smvA	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	sugE	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	tolC	1.0	0.0	assembly-based	LQ	1
Citrobacter freundii	ugd	1.0	1.0	assembly-based	LQ	1
Citrobacter freundii	yojI	1.0	0.0	assembly-based	LQ	1
Clostridioides difficile	bacA	2.0	0.0	assembly-based	LQ	1
Clostridioides difficile	blaCDD	1.0	0.0	assembly-based	LQ	1
Clostridioides difficile	cdeA	1.0	1.0	assembly-based	LQ	1
Clostridioides difficile	cme	1.0	0.0	assembly-based	LQ	1
Clostridioides difficile	cplR	1.0	0.0	assembly-based	LQ	1
Clostridioides difficile	dltB	1.0	0.0	assembly-based	LQ	1
Clostridioides difficile	dltC	1.0	0.0	assembly-based	LQ	1
Clostridioides difficile	dltD	1.0	0.0	assembly-based	LQ	1
Clostridioides difficile	nimB	1.0	0.0	assembly-based	LQ	1
Clostridioides difficile	sugE	1.0	0.0	assembly-based	LQ	1
Clostridioides difficile	vanG	1.0	0.0	assembly-based	LQ	1
Clostridioides difficile	vanT	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	acrA	1.0	1.0	assembly-based	LQ	1
Enterobacter cloacae	acrB	1.0	1.0	assembly-based	LQ	1
Enterobacter cloacae	acrD	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	arnA	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	arnB	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	arnC	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	arnD	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	arnE	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	arnF	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	arnT	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	bacA	2.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	blaCMH	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	blaOXA	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	dinF	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	emmdR	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	emrA	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	emrB	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	emrD	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	eptA	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	eptB	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	fosA	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	fsr	1.0	1.0	assembly-based	LQ	1
Enterobacter cloacae	macA	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	macB	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	mdfA	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	mdtC	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	mdtG	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	mdtH	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	mdtI	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	mdtJ	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	mdtK	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	mdtL	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	mdtQ	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	oqxA	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	oqxB	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	smdA	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	smdB	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	sugE	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	tolC	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	ugd	1.0	0.0	assembly-based	LQ	1
Enterobacter cloacae	yojI	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	acrA	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	acrB	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	acrD	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	arnA	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	arnB	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	arnC	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	arnD	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	arnE	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	arnF	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	arnT	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	bacA	2.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	blaACT	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	catA	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	dinF	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	emmdR	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	emrA	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	emrB	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	emrD	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	eptA	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	eptB	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	fosA	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	fsr	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	macA	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	macB	2.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	mdfA	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	mdtC	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	mdtG	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	mdtH	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	mdtI	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	mdtJ	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	mdtK	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	mdtL	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	mdtQ	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	smdA	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	smdB	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	sugE	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	tolC	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	ugd	1.0	0.0	assembly-based	LQ	1
Enterobacter hormaechei	yojI	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	aac(6')-I	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	aph(2'')-I	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	bacA	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	dltA	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	dltB	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	dltC	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	dltD	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	efmA	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	efrA	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	efrB	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	fos*	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	mprF	2.0	0.0	assembly-based	LQ	1
Enterococcus faecium	msr(C)	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	vanH	1.0	0.0	assembly-based	LQ	1
Enterococcus faecium	vanM	1.0	0.0	assembly-based	LQ	1
Escherichia coli	acrA	1.0	0.0	assembly-based	LQ	1
Escherichia coli	acrB	1.0	0.0	assembly-based	LQ	1
Escherichia coli	acrD	1.0	0.0	assembly-based	LQ	1
Escherichia coli	acrE	1.0	0.0	assembly-based	LQ	1
Escherichia coli	acrF	1.0	0.0	assembly-based	LQ	1
Escherichia coli	arnA	1.0	0.0	assembly-based	LQ	1
Escherichia coli	arnB	1.0	0.0	assembly-based	LQ	1
Escherichia coli	arnC	1.0	0.0	assembly-based	LQ	1
Escherichia coli	arnD	1.0	0.0	assembly-based	LQ	1
Escherichia coli	arnE	1.0	0.0	assembly-based	LQ	1
Escherichia coli	arnF	1.0	0.0	assembly-based	LQ	1
Escherichia coli	arnT	1.0	0.0	assembly-based	LQ	1
Escherichia coli	bacA	2.0	0.0	assembly-based	LQ	1
Escherichia coli	bcr	1.0	0.0	assembly-based	LQ	1
Escherichia coli	blaEC	1.0	0.0	assembly-based	LQ	1
Escherichia coli	cbrA	1.0	1.0	assembly-based	LQ	1
Escherichia coli	dinF	1.0	0.0	assembly-based	LQ	1
Escherichia coli	emrA	1.0	0.0	assembly-based	LQ	1
Escherichia coli	emrB	1.0	0.0	assembly-based	LQ	1
Escherichia coli	emrD	1.0	0.0	assembly-based	LQ	1
Escherichia coli	emrE	1.0	0.0	assembly-based	LQ	1
Escherichia coli	emrK	1.0	0.0	assembly-based	LQ	1
Escherichia coli	emrY	1.0	0.0	assembly-based	LQ	1
Escherichia coli	eptA	1.0	0.0	assembly-based	LQ	1
Escherichia coli	eptB	1.0	0.0	assembly-based	LQ	1
Escherichia coli	fsr	1.0	0.0	assembly-based	LQ	1
Escherichia coli	macA	1.0	0.0	assembly-based	LQ	1
Escherichia coli	macB	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdfA	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtA	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtB	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtC	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtE	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtF	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtG	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtH	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtI	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtJ	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtK	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtL	1.0	1.0	assembly-based	LQ	1
Escherichia coli	mdtM	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtO	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtP	1.0	0.0	assembly-based	LQ	1
Escherichia coli	mdtQ	1.0	0.0	assembly-based	LQ	1
Escherichia coli	smdA	1.0	0.0	assembly-based	LQ	1
Escherichia coli	sugE	1.0	0.0	assembly-based	LQ	1
Escherichia coli	tolC	1.0	0.0	assembly-based	LQ	1
Escherichia coli	ugd	1.0	0.0	assembly-based	LQ	1
Escherichia coli	yojI	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	aac(3)*	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	acrA	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	acrB	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	acrD	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	ant(3'')-I	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	aph(3'')-I	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	aph(6)-I	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	arnA	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	arnB	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	arnC	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	arnD	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	arnE	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	arnF	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	arnT	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	bacA	2.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	blaCTX-M	2.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	blaKPC	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	blaSHV	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	blaTEM	3.0	3.0	assembly-based	LQ	1
Klebsiella pneumoniae	dfrA	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	dinF	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	eefA	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	eefB	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	eefC	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	emrA	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	emrB	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	emrD	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	eptA	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	eptB	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	floR	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	fosA	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	fsr	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	kdeA	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	kexD	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	kmrA	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	kpnE	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	kpnF	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	macA	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	macB	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	mdtB	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	mdtC	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	mdtG	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	mdtH	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	mdtK	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	mdtM	2.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	mdtN	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	mdtO	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	mdtP	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	mdtQ	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	qacE	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	rmtB	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	smdA	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	smdB	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	sugE	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	sul2	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	tet(G)	1.0	1.0	assembly-based	LQ	1
Klebsiella pneumoniae	tolC	1.0	0.0	assembly-based	LQ	1
Klebsiella pneumoniae	ugd	1.0	0.0	assembly-based	LQ	1
Legionella pneumophila	aph(9)-I	1.0	0.0	assembly-based	LQ	1
Legionella pneumophila	bla*	1.0	0.0	assembly-based	LQ	1
Legionella pneumophila	sugE	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	dltA	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	dltB	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	dltC	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	dltD	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	fepA	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	fosX	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	lde	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	lieA	1.0	1.0	assembly-based	LQ	1
Listeria monocytogenes	lieB	1.0	1.0	assembly-based	LQ	1
Listeria monocytogenes	mdrL	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	mdrM	1.0	1.0	assembly-based	LQ	1
Listeria monocytogenes	mdrT	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	mprF	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	rph*	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	sugE	2.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	vga(G)	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	virA	1.0	0.0	assembly-based	LQ	1
Listeria monocytogenes	virB	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	aac(2')-I	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	bacA	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	blaC	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	drrA	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	drrB	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	efpA	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	erm(37)	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	jefA	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	lysX	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	mfpA	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	mmpL5	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	mmpL7	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	mmr	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	stp	1.0	0.0	assembly-based	LQ	1
Mycobacterium tuberculosis	tap	1.0	0.0	assembly-based	LQ	1
Neisseria gonorrhoeae	bacA	1.0	0.0	assembly-based	LQ	1
Neisseria gonorrhoeae	farA	1.0	0.0	assembly-based	LQ	1
Neisseria gonorrhoeae	farB	1.0	0.0	assembly-based	LQ	1
Neisseria gonorrhoeae	macA	1.0	0.0	assembly-based	LQ	1
Neisseria gonorrhoeae	macB	1.0	0.0	assembly-based	LQ	1
Neisseria gonorrhoeae	mtrC	1.0	0.0	assembly-based	LQ	1
Neisseria gonorrhoeae	mtrD	1.0	0.0	assembly-based	LQ	1
Neisseria gonorrhoeae	mtrE	1.0	0.0	assembly-based	LQ	1
Neisseria gonorrhoeae	mtrF	1.0	0.0	assembly-based	LQ	1
Neisseria gonorrhoeae	norM	1.0	1.0	assembly-based	LQ	1
Neisseria meningitidis	bacA	1.0	0.0	assembly-based	LQ	1
Neisseria meningitidis	farA	1.0	0.0	assembly-based	LQ	1
Neisseria meningitidis	farB	1.0	0.0	assembly-based	LQ	1
Neisseria meningitidis	macA	1.0	0.0	assembly-based	LQ	1
Neisseria meningitidis	macB	1.0	0.0	assembly-based	LQ	1
Neisseria meningitidis	mtrC	1.0	0.0	assembly-based	LQ	1
Neisseria meningitidis	mtrD	1.0	0.0	assembly-based	LQ	1
Neisseria meningitidis	mtrE	1.0	0.0	assembly-based	LQ	1
Neisseria meningitidis	mtrF	1.0	0.0	assembly-based	LQ	1
Neisseria meningitidis	norM	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	aac(6')*	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	arnA	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	arnB	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	arnC	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	arnD	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	arnE	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	arnF	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	arnT	2.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	bacA	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	bla*	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	emrA	2.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	emrB	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	emrD	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	macA	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	macB	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	mdtC	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	mdtG	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	mdtH	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	mdtI	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	mdtJ	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	mdtL	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	qnr*	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	smdA	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	smdB	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	sugE	1.0	0.0	assembly-based	LQ	1
Providencia alcalifaciens	tolC	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	aph(3')-II	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	arnA	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	arnB	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	arnC	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	arnD	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	arnF	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	arnT	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	bacA	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	blaOXA	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	blaPDC	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	catB	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	cprA	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	fosA	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	macB	1.0	1.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mdtI	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mdtJ	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexA	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexB	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexC	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexD	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexE	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexF	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexH	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexI	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexJ	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexK	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexM	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexN	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexP	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexQ	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexV	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexW	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexX	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mexY	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	mprF	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	muxA	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	muxB	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	muxC	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	opmB	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	opmD	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	opmE	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	opmH	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	oprJ	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	oprM	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	oprN	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	pmpM	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	sugE	2.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	triA	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	triB	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	triC	1.0	0.0	assembly-based	LQ	1
Pseudomonas aeruginosa	ugd	2.0	0.0	assembly-based	LQ	1
Salmonella enterica	aac(6')-I	1.0	0.0	assembly-based	LQ	1
Salmonella enterica	acrA	1.0	0.0	assembly-based	LQ	1
Salmonella enterica	acrB	1.0	0.0	assembly-based	LQ	1
Salmonella enterica	acrD	1.0	0.0	assembly-based	LQ	1
Salmonella enterica	arnA	1.0	0.0	assembly-based	LQ	1
Salmonella enterica	arnB	1.0	0.0	assembly-based	LQ	1
Salmonella enterica	arnC	1.0	0.0	assembly-based	LQ	1
